City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
353,Pontianak,ID,-0.0333,109.3333,77,100,90,3.44,overcast clouds
354,Rio Gallegos,AR,-51.6226,-69.2181,57.2,35,20,18.41,few clouds
355,Urumqi,CN,43.801,87.6005,10.4,92,90,2.24,fog
356,Flinders,AU,-34.5833,150.8552,66.99,87,0,1.01,clear sky
357,Ridgecrest,US,35.6225,-117.6709,28.4,64,1,1.34,clear sky
358,Lucea,JM,18.451,-78.1736,84.99,69,20,10.36,few clouds
359,Kandrian,PG,-6.2167,149.55,79.09,83,99,8.63,overcast clouds
360,Naze,JP,28.3667,129.4833,61.07,84,98,7.47,overcast clouds
361,Rawson,AR,-43.3002,-65.1023,66.06,52,14,18.3,few clouds
362,Grand Gaube,MU,-20.0064,57.6608,80.01,77,46,3,scattered clouds
363,Radcliff,US,37.8404,-85.9491,32,74,1,5.75,clear sky
364,Ascension,US,30.2169,-90.9001,50,100,90,6.91,overcast clouds
365,Ahipara,NZ,-35.1667,173.1667,58.87,87,92,3.13,overcast clouds
366,Leningradskiy,RU,69.3833,178.4167,-13.7,81,87,6.6,overcast clouds
367,Suileng,CN,47.25,127.0833,-11.81,87,0,3.56,clear sky
368,Horsham,GB,51.064,-0.3272,46.4,87,75,6.91,light rain
369,Kununurra,AU,-15.7667,128.7333,82.4,83,75,1.14,broken clouds
370,Punta Umbria,ES,37.1821,-6.9661,57.99,67,85,8.99,overcast clouds
371,Kamaishi,JP,39.2667,141.8833,40.17,84,84,4.59,broken clouds
372,Maraa,BR,-1.8333,-65.3667,83.03,78,99,0.96,overcast clouds
373,Namibe,AO,-15.1961,12.1522,75.43,70,25,12.15,scattered clouds
374,Watertown,US,42.3709,-71.1828,37.99,38,16,10,few clouds
375,Oktyabrskiy,RU,54.4815,53.471,0.45,90,100,14.72,overcast clouds
376,Chara,RU,56.9064,118.2631,-15.25,71,72,1.25,broken clouds
377,Rassvet,RU,46.8333,40.75,28.69,82,100,9.1,overcast clouds
378,Topolobampo,MX,25.6,-109.05,57.2,77,1,3.62,clear sky
379,Najran,SA,17.4924,44.1277,78.8,29,40,14.97,scattered clouds
380,Mishelevka,RU,52.8575,103.1719,4.98,92,100,4.76,overcast clouds
381,Stornoway,GB,58.2093,-6.3865,39.2,70,75,20.71,broken clouds
382,Qasigiannguit,GL,68.8193,-51.1922,17.6,41,40,26.46,snow
383,Moerai,PF,-22.4333,-151.3333,80.51,73,0,11.7,light rain
384,San Cristobal,VE,7.7669,-72.225,67.12,90,100,3.8,overcast clouds
385,Tselinnoye,RU,53.0833,85.6667,25.12,98,55,6.46,broken clouds
386,Vostok,RU,46.4856,135.8833,-8.48,91,100,2.44,overcast clouds
387,Hasaki,JP,35.7333,140.8333,41,87,20,8.05,few clouds
388,Luau,AO,-10.7073,22.2247,75.2,86,100,4.36,light rain
389,Saldanha,ZA,-33.0117,17.9442,77,61,20,24.16,few clouds
390,Westport,US,41.1415,-73.3579,39,60,1,10.36,clear sky
391,Belaya Gora,RU,68.5333,146.4167,-29.45,83,64,1.86,broken clouds
392,Hobyo,SO,5.3505,48.5268,78.26,71,2,12.19,clear sky
393,Moose Factory,CA,51.2585,-80.6094,3.2,71,90,14.97,light snow
394,Progreso,MX,21.2833,-89.6667,73.4,88,90,6.91,mist
395,Vila Velha,BR,-20.3297,-40.2925,87.8,55,20,9.22,few clouds
396,Pacific Grove,US,36.6177,-121.9166,41,87,1,5.75,clear sky
397,Tabas,IR,33.5959,56.9244,60.8,16,4,2.3,clear sky
398,Verkhnevilyuysk,RU,63.4453,120.3167,-33.83,83,24,2.44,few clouds
399,Matucana,PE,-11.85,-76.4,67.91,47,70,5.68,broken clouds
400,Kuching,MY,1.55,110.3333,77,94,20,2.3,few clouds
401,Riyadh,SA,24.6877,46.7219,68,45,75,5.75,broken clouds
402,Alice Springs,AU,-23.7,133.8833,77,31,49,6.91,scattered clouds
403,Naifaru,MV,5.4444,73.3657,81.77,75,41,8.9,scattered clouds
404,Lasa,IT,46.6166,10.7002,45,93,20,10.36,few clouds
405,Bubaque,GW,11.2833,-15.8333,79.92,54,24,12.77,few clouds
406,Oktyabrskoye,RU,43.0645,44.7417,42.01,65,97,13.42,overcast clouds
407,Steamboat Springs,US,40.485,-106.8317,24.8,93,90,5.73,light snow
408,Seymchan,RU,62.8833,152.4333,-23.24,85,94,1.63,overcast clouds
409,Port-Cartier,CA,50.0334,-66.8654,30.99,93,100,3.44,snow
410,Issoire,FR,45.55,3.25,51.8,82,90,4.61,overcast clouds
411,Pangody,RU,65.85,74.4859,-19.98,87,98,12.59,overcast clouds
412,Itoman,JP,26.1247,127.6694,68,88,40,4.61,scattered clouds
413,Ivybridge,GB,50.3904,-3.9191,45,88,76,6.98,broken clouds
414,Kaeo,NZ,-35.1,173.7833,62.01,90,91,1.99,overcast clouds
415,Simao,CN,22.7886,100.9748,55.94,92,65,2.33,broken clouds
416,Muli,MV,2.9167,73.5667,81.86,73,99,14.43,overcast clouds
417,Boa Vista,BR,2.8197,-60.6733,86,54,90,13.8,moderate rain
418,Melilla,ES,35.2937,-2.9383,60.8,59,0,6.91,clear sky
419,Paldiski,EE,59.3567,24.0531,19.99,85,87,9.84,overcast clouds
420,Mahebourg,MU,-20.4081,57.7,80.6,74,20,8.05,few clouds
421,Rio Negro,BR,-26.1058,-49.7975,80.47,31,0,4.23,clear sky
422,Sumbawanga,TZ,-7.9667,31.6167,68,77,75,2.8,moderate rain
423,Linfen,CN,36.0889,111.5189,47.3,44,64,2.75,broken clouds
424,Dolores,AR,-36.3132,-57.6792,95.07,17,0,12.41,clear sky
425,Kupang,ID,-10.1667,123.5833,79.59,83,97,7.36,overcast clouds
426,Buraydah,SA,26.326,43.975,53.6,100,75,11.5,broken clouds
427,Wattegama,LK,6.7989,81.4808,73.4,100,90,6.91,moderate rain
428,Shakawe,BW,-18.3667,21.85,78.71,77,100,2.98,light rain
429,Safaga,EG,26.7292,33.9365,71.6,24,0,12.66,clear sky
430,Astana,KZ,51.1801,71.446,28.4,80,0,24.61,light snow
431,Ugoofaaru,MV,5.6667,73,82.08,73,69,9.78,broken clouds
432,Chengde,CN,40.9725,117.9361,25.25,95,86,1.97,overcast clouds
433,Islahiye,TR,37.025,36.6306,62.01,44,0,4.61,clear sky
434,Pangnirtung,CA,66.1451,-65.7125,14,85,75,4.61,broken clouds
435,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,82.6,79,100,8.84,overcast clouds
436,Gamba,GA,-2.65,10,82.26,82,82,8.46,light rain
437,Souillac,MU,-20.5167,57.5167,80.6,74,20,8.05,few clouds
438,Lingao,CN,19.9103,109.6859,67.95,86,15,9.69,few clouds
439,Stutterheim,ZA,-32.5708,27.424,77,83,75,11.5,broken clouds
440,Siukh,RU,42.5999,46.5446,23.97,94,16,3.78,few clouds
441,Redlands,US,34.0556,-117.1825,57,61,1,3.44,clear sky
442,Buhe,CN,30.2876,112.2298,53.33,76,63,2.06,broken clouds
443,Pergamino,AR,-33.89,-60.5736,87.01,43,0,1.01,clear sky
444,Ambatofinandrahana,MG,-20.55,46.8,67.1,87,100,3.98,moderate rain
445,Meulaboh,ID,4.1363,96.1285,80.01,80,54,3.51,broken clouds
446,Springbok,ZA,-29.6643,17.8865,80.35,29,0,21.43,clear sky
447,Oussouye,SN,12.485,-16.5469,80.6,50,0,13.8,clear sky
448,Lahij,YE,13.1667,44.5833,70.5,66,0,6.76,clear sky
449,Voitsberg,AT,47.0333,15.15,46.99,81,0,6.91,clear sky
450,Richards Bay,ZA,-28.783,32.0377,78.82,74,27,11.74,scattered clouds
451,Saint-Pierre,RE,-21.3393,55.4781,84.2,70,75,6.91,light rain
452,Hervey Bay,AU,-25.2986,152.8535,77,78,100,1.01,overcast clouds
453,Banjarmasin,ID,-3.3244,114.591,78.8,94,20,3.44,few clouds
454,Ko Samui,TH,9.5357,99.9357,80.62,76,28,9.42,scattered clouds
455,Envira,BR,-7.3,-70.2167,90.75,55,98,0.81,light rain
456,Ploemeur,FR,47.7333,-3.4333,51.01,57,20,10.36,few clouds
457,Khash,IR,28.2211,61.2158,53.56,35,0,5.55,clear sky
458,Ballangen,NO,68.3428,16.8315,26.6,68,20,13.8,few clouds
459,Huanan,CN,46.2167,130.5167,-4.63,92,93,5.14,overcast clouds
460,Amahai,ID,-3.3333,128.9167,79.52,82,100,4.56,overcast clouds
461,Purranque,CL,-40.9167,-73.1667,71.6,60,0,6.91,clear sky
462,Hirara,JP,24.8,125.2833,70.03,64,0,6.69,clear sky
463,Koping,SE,59.514,15.9926,21.2,68,90,5.75,overcast clouds
464,Dickson,US,36.077,-87.3878,43,60,40,3.44,scattered clouds
465,Umm Lajj,SA,25.0213,37.2685,72.84,55,0,18.54,clear sky
466,Kahului,US,20.8947,-156.47,62.6,72,75,3.44,broken clouds
467,Jerome,US,42.7241,-114.5186,33.8,69,1,12.66,clear sky
468,Ixtapa,MX,20.7,-105.2,62.6,88,1,2.3,clear sky
469,Bundaberg,AU,-24.85,152.35,77,78,95,4.61,overcast clouds
470,Sokoni,TZ,-6.4333,39.55,86,66,20,14.97,few clouds
471,Hay River,CA,60.8156,-115.7999,-41.8,66,98,1.14,overcast clouds
472,Umba,RU,66.6871,34.3429,20.43,94,100,13.29,overcast clouds
473,Antofagasta,CL,-23.65,-70.4,73,68,20,10.36,few clouds
474,Broken Hill,AU,-31.95,141.4333,68,60,62,13.8,broken clouds
475,Taoudenni,ML,22.6783,-3.9836,80.13,19,54,17.34,broken clouds
476,Tucuman,AR,-26.8241,-65.2226,82.4,54,0,6.91,clear sky
477,Mandalgovi,MN,45.7625,106.2708,6.69,85,66,6.89,broken clouds
478,Tura,IN,25.5198,90.2201,57.87,69,38,3.78,scattered clouds
479,Sur,OM,22.5667,59.5289,65.34,59,0,7.09,clear sky
480,Manokwari,ID,-0.8667,134.0833,78.73,82,100,5.03,overcast clouds
481,Basoko,CD,1.2391,23.616,87.53,47,13,1.12,few clouds
482,Soure,BR,-0.7167,-48.5233,83.8,76,32,11.97,scattered clouds
483,Mogadishu,SO,2.0371,45.3438,77,78,0,11.5,clear sky
484,Wembley,AU,-31.9333,115.8,64.4,77,90,20.71,light rain
485,Debre Sina,ET,9.85,39.7667,51.33,86,81,4.12,broken clouds
486,Bloemfontein,ZA,-29.1211,26.214,82.4,42,30,10.36,light rain
487,Srednekolymsk,RU,67.45,153.6833,-21.84,85,7,2.33,clear sky
488,Chake Chake,TZ,-5.2459,39.7666,80.49,74,2,10.36,clear sky
489,Nyurba,RU,63.2842,118.3319,-33.11,84,83,1.86,broken clouds
490,Tezu,IN,27.9167,96.1667,62.76,29,1,4.14,clear sky
491,Nanortalik,GL,60.1432,-45.2371,24.35,79,0,4.09,clear sky
492,Champerico,GT,14.3,-91.9167,80.6,65,0,6.91,clear sky
493,Beyneu,KZ,45.3167,55.2,30.2,85,0,16.08,clear sky
494,Malayal,PH,7.208,121.942,77,94,75,2.3,broken clouds
495,Bridlington,GB,54.0831,-0.1919,37,88,100,13,overcast clouds
496,Rusape,ZW,-18.5278,32.1284,71.31,78,51,6.71,light rain
497,Fandriana,MG,-20.2333,47.3833,65.32,90,100,2.86,moderate rain
498,Tromso,NO,69.6496,18.957,26.6,80,75,8.05,light snow
499,Gua Musang,MY,4.8823,101.9644,71.98,87,100,2.21,overcast clouds
500,Sembakung,ID,3.8167,117.25,78.8,89,20,3.44,few clouds
501,Vardo,NO,70.3705,31.1107,23,74,40,18.41,snow
502,Nouakchott,MR,18.0858,-15.9785,73.4,31,100,18.41,dust
503,Narrabri,AU,-30.3167,149.7833,71.6,88,75,4.9,broken clouds
504,Amethi,IN,26.15,81.8167,56.7,51,0,7,clear sky
505,Umm Kaddadah,SD,13.6017,26.6876,71.8,21,0,13.29,clear sky
506,Sangmelima,CM,2.9333,11.9833,91.85,23,52,2.24,broken clouds
507,Canmore,CA,51.0834,-115.3521,-2,84,100,2.3,overcast clouds
508,Shubarkuduk,KZ,49.1447,56.4872,11.89,94,88,14.9,overcast clouds
509,Abilene,US,32.4487,-99.7331,50,57,1,16.11,clear sky
510,Aripuana,BR,-9.1667,-60.6333,79.99,93,92,2.01,overcast clouds
511,Fare,PF,-16.7,-151.0167,81.66,69,3,9.75,clear sky
512,Evensk,RU,61.95,159.2333,6.87,88,100,15.97,overcast clouds
513,Amapa,BR,1,-52,81.77,79,100,3.6,overcast clouds
514,Bowen,AU,-20.0167,148.2333,75.2,94,99,3.44,overcast clouds
515,Bastia,FR,42.6667,9.3333,57.2,82,90,10.36,overcast clouds
516,Nantucket,US,41.2835,-70.0995,39.99,56,1,19.57,clear sky
517,Mackay,AU,-21.15,149.2,78.8,83,75,8.05,broken clouds
518,Bathsheba,BB,13.2167,-59.5167,84.2,54,40,20.71,scattered clouds
519,Mehamn,NO,71.0357,27.8492,25.92,93,100,19.75,light snow
520,Tubuala,PA,9.5167,-79.0333,87.01,65,40,4.61,scattered clouds
521,Jalu,LY,29.0331,21.5482,68.5,28,69,4.94,broken clouds
522,Filadelfia,US,39.9523,-75.1638,44.01,45,40,13.8,scattered clouds
523,Lulea,SE,65.5842,22.1547,14,85,0,9.22,clear sky
524,Muisne,EC,0.6,-80.0333,78.8,94,75,3.44,broken clouds
525,Coihaique,CL,-45.5752,-72.0662,64.4,52,0,9.22,clear sky
526,Qui Nhon,VN,13.7667,109.2333,71.02,87,47,7.99,scattered clouds
527,Bani,DO,18.2833,-70.3333,84.2,70,20,11.5,few clouds
528,Virginia Beach,US,36.8529,-75.978,50,37,20,4.61,few clouds
529,San Isidro,PE,-12.1167,-77.05,75,83,0,8.05,clear sky
530,Taltal,CL,-25.4,-70.4833,69.04,62,16,5.93,few clouds
531,Nanakuli,US,21.3906,-158.1547,62.6,82,90,4.61,overcast clouds
532,Huarmey,PE,-10.0681,-78.1522,75.56,65,90,9.06,overcast clouds
533,Pangai,TO,-19.8,-174.35,80.33,84,100,9.6,light rain
534,La Tuque,CA,47.4334,-72.7824,19.4,63,71,5.75,broken clouds
535,Ust-Kuyga,RU,70.0167,135.6,-28.08,82,100,3.38,overcast clouds
536,Vuktyl,RU,63.8567,57.3094,-14.96,88,100,12.01,overcast clouds
537,Victoria,HK,22.2855,114.1577,68,70,0,5.37,clear sky
538,Mirador,BR,-6.3708,-44.3631,86.22,56,96,3.94,overcast clouds
539,Frontera,MX,26.9333,-101.45,64.69,40,0,1.81,clear sky
540,Roebourne,AU,-20.7833,117.1333,78.89,76,2,10.07,clear sky
541,Kamen-Na-Obi,RU,53.7884,81.3423,25.34,98,91,10.49,overcast clouds
542,Zabol,AF,32.25,67.25,43.7,54,8,2.82,clear sky
543,Martapura,ID,-3.4167,114.85,78.8,94,20,3.44,few clouds
544,Anloga,GH,5.7947,0.8973,91.4,62,0,12.66,clear sky
545,Akureyri,IS,65.6835,-18.0878,33.8,64,75,6.91,broken clouds
546,Wankaner,IN,22.6167,70.9333,63.95,29,0,8.12,clear sky
547,Kayes,ML,14,-11,95.25,10,64,11.05,broken clouds
548,Saravan,AM,39.7196,45.6483,41,81,20,4.61,few clouds
549,Saint-Ambroise,CA,48.5501,-71.3324,28,63,90,12.66,overcast clouds
550,Mazamari,PE,-11.3258,-74.5308,72.21,83,100,1.39,overcast clouds
551,Lata,PT,40.1629,-8.3327,57.99,76,89,4,overcast clouds
552,Phan Thiet,VN,10.9333,108.1,72.61,81,28,6.33,scattered clouds
553,Hualmay,PE,-11.0964,-77.6139,74.12,68,94,7.61,overcast clouds
554,Marzuq,YE,14.4,46.4667,62.28,67,0,8.41,clear sky
555,Bay Village,US,41.4848,-81.9221,16,67,40,13.8,scattered clouds
556,Egvekinot,RU,66.3167,-179.1667,-6.97,83,99,7.72,overcast clouds
557,Leh,IN,34.1667,77.5833,7.59,55,4,2.33,clear sky
558,Santa Cruz,BO,-17.8,-63.1667,86,54,20,6.91,few clouds
559,Puerto Suarez,BO,-18.95,-57.8,82.4,57,75,5.75,broken clouds
560,Beloha,MG,-25.1667,45.05,80.55,73,10,9.08,light rain
561,Dunn,US,44.95,-91.8835,-2,65,75,16.11,broken clouds
562,Mnogovershinnyy,RU,53.9353,139.9242,-9.29,91,100,7.56,overcast clouds
563,Sawakin,SD,19.1059,37.3321,74.3,44,0,7.96,clear sky
564,Nalut,LY,30.3333,10.85,78.06,16,100,12.84,overcast clouds
565,Pantai Remis,MY,4.4557,100.6288,82.4,83,40,1.72,light rain
566,Zambezi,ZM,-13.5432,23.1047,79.72,79,77,1.43,moderate rain
567,Santarem,BR,-2.4431,-54.7083,86,70,20,8.05,few clouds
568,Buluang,PH,13.3068,123.3425,74.23,92,47,4.52,scattered clouds
569,Chumikan,RU,54.7183,135.315,-9.18,82,100,12.97,overcast clouds
570,Bafq,IR,31.6128,55.4107,62.53,27,0,8.39,clear sky
571,Hami,CN,42.8,93.45,32.52,78,100,4.12,overcast clouds
572,Armeria,MX,18.9333,-103.9667,71.6,73,1,1.07,clear sky
573,Acajutla,SV,13.5928,-89.8275,77,57,0,2.3,clear sky
574,Timmins,CA,48.4669,-81.3331,3.2,66,75,11.5,broken clouds
575,Kanigoro,ID,-8.13,112.219,75,87,91,9.89,overcast clouds
576,Seoul,KR,37.5683,126.9778,46.4,87,75,4.61,mist
577,Burnie,AU,-41.0667,145.9167,61,85,83,5.01,broken clouds
578,Henties Bay,NA,-22.116,14.2845,66.99,83,17,3,few clouds
579,Kingori,TZ,-3.2833,36.9833,69.8,88,75,11.5,moderate rain
580,Porto Torres,IT,40.835,8.3972,66.2,59,0,8.05,clear sky
581,Cotonou,BJ,6.3654,2.4183,89.6,70,40,12.66,scattered clouds
582,Rudnya,RU,54.947,31.0934,8.6,72,75,11.18,light snow
583,Bama,NG,11.5221,13.6856,93.18,10,7,6.55,clear sky
584,Natal,BR,-5.795,-35.2094,87.8,51,40,11.5,scattered clouds
585,Muros,ES,42.7762,-9.0603,53.01,56,1,7,clear sky
586,Tatawin,TN,32.9297,10.4518,84.2,9,20,9.22,few clouds
587,Hailar,CN,49.2,119.7,-12.35,85,0,3.8,clear sky
588,Kirakira,SB,-10.4544,161.9205,79.52,81,95,5.39,overcast clouds
589,Saint-Joseph,RE,-21.3667,55.6167,84.2,70,75,6.91,light rain
590,Humaita,BR,-7.5061,-63.0208,82.92,77,97,4.65,overcast clouds
591,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,59,20,24.16,few clouds
592,Mlawa,PL,53.1128,20.3841,14,67,0,8.05,clear sky
593,Ringebu,NO,61.5167,10.1667,9.36,80,0,4.59,clear sky
594,Turbat,PK,26.0023,63.044,59.94,39,0,3.4,clear sky
595,Oriximina,BR,-1.7656,-55.8661,94.32,42,22,3.83,few clouds
596,Peniche,PT,39.3558,-9.3811,53.01,82,93,15.99,overcast clouds
597,Lebyazhye,RU,55.2689,66.4947,33.84,97,100,18.19,light rain
598,Wanaka,NZ,-44.7,169.15,62.01,69,0,2.82,clear sky
599,Bakchar,RU,57.0186,82.0711,33.39,97,100,10.49,overcast clouds
600,Tanete,ID,-3.9443,119.7848,76.8,86,100,2.53,overcast clouds
601,Soyo,AO,-6.1349,12.3689,89.6,66,75,8.05,broken clouds
602,Mhlambanyatsi,SZ,-26.45,31.0167,68.36,94,100,3.6,light rain
603,Brawley,US,32.9787,-115.5303,46.4,53,1,3.44,clear sky
604,Waddan,LY,29.1614,16.139,76.57,17,0,8.12,clear sky
605,Itarema,BR,-2.9248,-39.9167,88.07,55,61,15.73,broken clouds
606,Kiomboi,TZ,-4.2667,34.3667,69.57,79,98,2.59,moderate rain
607,Pueblo,US,38.2545,-104.6091,39,32,1,13.8,clear sky
608,Kaili,ID,-3.4626,120.2147,68.45,96,100,2.44,overcast clouds
609,Porterville,US,36.0652,-119.0168,43,93,1,3.44,mist
610,Palmerston,AU,-12.486,130.9833,82.4,83,40,10.36,scattered clouds
611,Kuah,MY,6.3265,99.8432,82.4,74,20,5.75,few clouds
612,Kachiry,KZ,53.0675,76.1036,26.71,97,21,14.12,few clouds
613,Mahibadhoo,MV,3.7833,72.9667,81.5,77,49,11.63,scattered clouds
614,Pauini,BR,-7.7136,-66.9764,83.3,70,100,1.19,overcast clouds
615,Khasan,RU,42.4308,130.6434,22.44,96,100,3.04,light snow
616,Sisophon,KH,13.5859,102.9737,79.56,50,45,0.16,scattered clouds
617,Kizhinga,RU,51.8462,109.9097,-5.55,89,64,4.07,broken clouds
618,Yurginskoye,RU,56.8189,67.3921,34.16,97,100,16.62,light rain
619,Galesong,ID,-5.3166,119.3661,77,100,20,3.44,few clouds
620,Jinchang,CN,38.4953,102.1739,30.25,71,0,3.2,clear sky
621,Tarauaca,BR,-8.1614,-70.7656,89.78,56,89,2.28,overcast clouds
622,Chenghai,CN,23.4632,116.768,60.8,82,0,2.24,clear sky
623,Sinnamary,GF,5.3833,-52.95,80.17,84,92,14.94,light rain
624,Saryozek,KZ,44.3583,77.9753,36.82,69,98,7.36,overcast clouds
625,Dmitriyevka,RU,54.75,55.3333,14,85,90,22.37,snow
626,Kenda,IN,23.2,86.5333,61.79,72,87,9.53,overcast clouds
627,Manado,ID,1.487,124.8455,77,94,40,3.44,scattered clouds
628,Bronnoysund,NO,65.4625,12.1997,28.4,86,90,3.44,overcast clouds
629,Palmer,US,42.1584,-72.3287,36,51,20,8.05,few clouds
630,Houma,US,29.5958,-90.7195,60.01,94,90,6.91,overcast clouds
631,Kampot,KH,10.6167,104.1833,78.8,78,20,1.14,few clouds
632,Palu,ID,-0.8917,119.8707,76.08,78,100,1.03,overcast clouds
633,Deputatskiy,RU,69.3,139.9,-34.94,85,92,0.54,overcast clouds
634,Hovd,MN,48.0056,91.6419,11.55,90,86,1.68,overcast clouds
635,Gama,ES,42.748,-4.2068,46.99,93,90,11.5,overcast clouds
636,Synya,RU,65.3718,58.0387,-24.56,85,100,8.77,overcast clouds
637,Lac-Au-Saumon,CA,48.421,-67.3476,26.6,93,90,25.32,snow
638,Adrar,MR,20.5022,-10.0711,71.4,22,37,14.29,scattered clouds
639,Obo,CF,5.3998,26.4869,86.76,15,36,5.37,scattered clouds
640,Aguada De Pasajeros,CU,22.385,-80.8508,84.2,65,20,9.22,moderate rain
641,Mercedes,AR,-34.6515,-59.4307,87.01,39,0,1.99,clear sky
642,Shingu,JP,33.7333,135.9833,45.1,75,0,6.73,clear sky
643,Ranong,TH,9.9658,98.6348,75.69,86,36,4.81,scattered clouds
644,Malatya,TR,38.5,38,44.6,65,0,2.3,clear sky
645,Batemans Bay,AU,-35.7167,150.1833,64.99,88,0,4.03,clear sky
646,Sola,VU,-13.8833,167.55,75.2,100,20,5.48,few clouds
647,Madanapalle,IN,13.55,78.5,65.35,62,0,4.52,clear sky
648,Gravdal,NO,68.1214,13.5031,32.72,90,86,21.72,overcast clouds
649,Suez,EG,29.9737,32.5263,64.71,53,0,3.91,clear sky
650,Kastamonu,TR,41.5,33.6667,45.66,62,0,4.29,clear sky
651,Santa Maria,BR,-29.6842,-53.8069,73.4,60,40,4.61,scattered clouds
652,Cangzhou,CN,38.3167,116.8667,35.13,83,0,17.98,clear sky
653,Nizhniy Kuranakh,RU,58.8353,125.4869,-19.44,83,100,2.08,overcast clouds
654,Scarborough,GB,54.2797,-0.4044,37.99,91,100,11.01,light rain
655,Bendigo,AU,-36.7667,144.2833,61,47,0,7.92,clear sky
656,Milkovo,RU,54.7167,158.6167,6.35,94,100,2.77,overcast clouds
657,Kuito,AO,-12.3833,16.9333,78.8,36,75,13.8,light rain
658,Inirida,CO,3.8653,-67.9239,82.47,85,68,2.57,broken clouds
659,Dawlatabad,AF,36.4141,64.9053,56.37,38,44,12.06,scattered clouds
660,Haines Junction,CA,60.7522,-137.5108,-25.6,68,87,1.14,overcast clouds
661,Krasnoborsk,RU,61.5598,45.934,-5.66,88,100,10.76,light snow
662,Piacabucu,BR,-10.4056,-36.4344,88.39,56,87,17.54,overcast clouds
663,Inyonga,TZ,-6.7167,32.0667,71.17,89,65,2.46,moderate rain
664,Nelson Bay,AU,-32.7167,152.15,71.01,100,90,5.73,overcast clouds
665,Usinsk,RU,65.9939,57.5281,-29.02,83,6,14.23,clear sky
666,Odesskoye,RU,54.2111,72.9651,32.72,96,100,17.72,overcast clouds
667,Hofn,IS,64.2539,-15.2082,35.91,84,100,17.78,overcast clouds
668,Eydhafushi,MV,5.1033,73.0708,81.63,77,62,10,broken clouds
669,Herat,AF,34.5,62,60.8,14,0,6.91,clear sky
670,Ginda,IN,30.6945,78.4932,37.78,59,0,6.87,clear sky
671,Sandakan,MY,5.8402,118.1179,80.6,89,40,9.22,scattered clouds
672,Doha,QA,25.2867,51.5333,72,68,0,4.61,clear sky
673,Hastings,GB,50.8552,0.5729,46.99,85,98,3,light rain
674,Esso,RU,55.9333,158.7,7.9,88,100,5.82,overcast clouds
675,Gazanjyk,TM,39.2446,55.5154,49.14,79,94,1.86,overcast clouds
676,Nadrag,RO,45.65,22.1833,57.2,82,0,4.61,clear sky
677,Rocha,UY,-34.4833,-54.3333,83.16,41,0,13,clear sky
678,Dadri,IN,28.5667,77.55,59,82,0,4.61,mist
679,Rafaela,AR,-31.2503,-61.4867,86,32,0,1.99,clear sky
680,Nueva Loja,EC,0.0847,-76.8828,73.4,100,90,3.44,light intensity drizzle
681,Nicoya,CR,10.1483,-85.452,82.4,65,0,3.44,clear sky
682,Asyut,EG,27.181,31.1837,68,60,0,20.71,clear sky
683,The Valley,AI,18.217,-63.0578,78.8,69,20,11.5,few clouds
684,Pokrovka,KG,42.3414,78.0056,30.47,81,95,8.16,light snow
685,Omsukchan,RU,62.5333,155.8,-16.28,87,85,1.9,overcast clouds
686,Emba,KZ,48.8264,58.1442,15.42,94,100,20.2,overcast clouds
687,Rawlins,US,41.7911,-107.2387,23,68,1,26.46,clear sky
688,Kitami,JP,43.8031,143.8908,24.01,79,100,5.99,overcast clouds
689,Aras,ES,42.5617,-2.356,46.4,87,90,13.8,overcast clouds
690,Osakarovka,KZ,50.565,72.5692,28.98,92,100,23.64,snow
